,Sample Number,Area Proportion of Inclusions Occurring in Discontinuous Array,Quenching Media Temperature (for Carburization),Diffusion time,Fatigue Strength,Through Hardening Time,Cooling Rate for Tempering,Reduction Ratio (Ingot to Bar),Normalizing Temperature,Diffusion Temperature,Carburization Time,Cooling Rate for Through Hardening,Area Proportion of Inclusions Deformed by Plastic Work,Tempering Temperature,Area Proportion of Isolated Inclusions,Tempering Time,Carburization Temperature,Through Hardening Temperature,chemical_formula
316,310.0,0.0,30.0,0.0,471.0,30.0,24.0,820.0,900.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,845.0,Fe0.95302C0.003Mn0.0053Cu0.0007Si0.0027P0.00018Ni0.027Cr0.0081
317,38.0,0.0,30.0,0.0,325.0,30.0,24.0,1740.0,865.0,30.0,0.0,24.0,0.08,650.0,0.0,60.0,30.0,865.0,Fe0.98613C0.0034Mn0.0074Si0.0026P0.00012S0.00015Cr0.0002
318,135.0,0.0,30.0,0.0,490.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,855.0,Fe0.97276C0.0042Mn0.0081Cu0.0004Si0.0032P0.00014Ni0.0003Cr0.0109
319,267.0,0.0,30.0,0.0,502.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,845.0,Fe0.97276C0.0046Mn0.0149Cu0.001Si0.003P0.00014Ni0.001Cr0.0026
320,247.0,0.0,30.0,0.0,536.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,845.0,Fe0.97393C0.0043Mn0.0138Cu0.001Si0.0034P0.00017Ni0.0008Cr0.0026
321,371.0,0.0,30.0,0.0,479.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.06,680.0,0.01,60.0,30.0,845.0,Fe0.95865C0.0049Mn0.0069Cu0.0007Si0.0029P0.00014S0.00011Ni0.018Cr0.0077
322,63.0,0.04,30.0,0.0,401.0,30.0,24.0,825.0,845.0,30.0,0.0,24.0,0.11,600.0,0.0,60.0,30.0,845.0,Fe0.98488C0.0042Mn0.0078Cu0.0003Si0.0022P0.00022S0.0002Cr0.0002
323,393.0,0.0,60.0,15.0,1056.0,0.0,0.5,440.0,930.0,850.0,469.8,0.0,0.008,160.0,0.0,120.0,930.0,30.0,Fe0.96359C0.0021Mn0.0062Cu0.0007Si0.0029P0.00015S0.00016Mo0.0021Ni0.0162Cr0.0059
324,49.0,0.01,30.0,0.0,448.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.12,550.0,0.0,60.0,30.0,845.0,Fe0.98354C0.0045Mn0.0076Cu0.0002Si0.0026P0.00027S0.00019Cr0.0011
325,362.0,0.0,30.0,0.0,550.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,630.0,0.02,60.0,30.0,845.0,Fe0.9595C0.0044Mn0.0074Cu0.0009Si0.0025Ni0.0174Cr0.0079
326,122.0,0.0,30.0,0.0,522.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.03,600.0,0.0,60.0,30.0,855.0,Fe0.97385C0.0043Mn0.0074Cu0.0002Si0.0024P0.00022S0.00013Ni0.0003Cr0.0112
327,284.0,0.0,30.0,0.0,570.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.0,550.0,0.02,60.0,30.0,845.0,Fe0.95392C0.0032Mn0.0054Cu0.0005Si0.0029P0.00018Ni0.0264Cr0.0075
328,128.0,0.0,30.0,0.0,524.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.03,600.0,0.02,60.0,30.0,855.0,Fe0.9751C0.0042Mn0.0078Cu0.0005Si0.0026Ni0.0004Cr0.0094
329,60.0,0.01,30.0,0.0,415.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.12,600.0,0.0,60.0,30.0,845.0,Fe0.98354C0.0045Mn0.0076Cu0.0002Si0.0026P0.00027S0.00019Cr0.0011
330,35.0,0.05,30.0,0.0,358.0,30.0,24.0,610.0,865.0,30.0,0.0,24.0,0.06,600.0,0.03,60.0,30.0,865.0,Fe0.98583C0.0032Mn0.0063Cu0.0008Si0.0021S0.00017Ni0.0006Cr0.001
331,113.0,0.0,30.0,0.0,415.0,30.0,24.0,610.0,825.0,30.0,0.0,24.0,0.08,650.0,0.04,60.0,30.0,825.0,Fe0.98073C0.0054Mn0.007Cu0.0022Si0.0027P0.00017S0.0002Ni0.0006Cr0.001
332,84.0,0.0,30.0,0.0,500.0,30.0,24.0,660.0,825.0,30.0,0.0,24.0,0.06,550.0,0.0,60.0,30.0,825.0,Fe0.98485C0.0056Mn0.0037Cu0.0011Si0.0026P0.00019S0.00026Ni0.0004Cr0.0013
333,343.0,0.0,30.0,0.0,476.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,680.0,0.01,60.0,30.0,845.0,Fe0.96019C0.004Mn0.007Cu0.0008Si0.0025P0.00021S0.0002Mo0.0017Ni0.0163Cr0.0071
334,111.0,0.0,30.0,0.0,412.0,30.0,24.0,610.0,825.0,30.0,0.0,24.0,0.06,650.0,0.04,60.0,30.0,825.0,Fe0.98327C0.0056Mn0.0068Cu0.0003Si0.0025S0.00023Ni0.0003Cr0.001
335,172.0,0.01,30.0,0.0,477.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.01,650.0,0.0,60.0,30.0,855.0,Fe0.97211C0.0037Mn0.0082Cu0.0005Si0.0023P0.00012S0.00017Mo0.0016Ni0.0004Cr0.0109
336,77.0,0.0,30.0,0.0,388.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.06,650.0,0.0,60.0,30.0,845.0,Fe0.98367C0.0043Mn0.0083Si0.0022P0.00017S0.00016Cr0.0012
337,249.0,0.0,30.0,0.0,495.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,550.0,0.0,60.0,30.0,845.0,Fe0.97424C0.0042Mn0.0158Cu0.0007Si0.0024P0.00014S0.00022Ni0.0006Cr0.0017
338,399.0,0.0,60.0,15.0,1037.0,0.0,0.5,440.0,930.0,850.0,469.8,0.0,0.008,200.0,0.0,120.0,930.0,30.0,Fe0.96359C0.0021Mn0.0062Cu0.0007Si0.0029P0.00015S0.00016Mo0.0021Ni0.0162Cr0.0059
339,335.0,0.0,30.0,0.0,563.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.03,630.0,0.0,60.0,30.0,845.0,Fe0.95722C0.0039Mn0.0071Cu0.0009Si0.0025P0.00015S0.00013Mo0.0023Ni0.0176Cr0.0082
340,173.0,0.0,30.0,0.0,469.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.03,650.0,0.01,60.0,30.0,855.0,Fe0.97123C0.0035Mn0.008Cu0.0018Si0.0025P0.0002S0.00017Mo0.0019Ni0.0008Cr0.0099
341,1.0,0.02,30.0,0.0,232.0,0.0,0.0,825.0,885.0,30.0,0.0,0.0,0.07,30.0,0.04,0.0,30.0,30.0,Fe0.99031C0.0026Mn0.0044Si0.0021P0.00017S0.00022Cr0.0002
342,389.0,0.0,30.0,0.0,688.0,30.0,24.0,622.0,845.0,30.0,0.0,8.0,0.05,500.0,0.058,60.0,30.0,845.0,Fe0.96165C0.0053Mn0.0067Cu0.0026Si0.015P0.00014S0.00011Mo0.0005Ni0.0013Cr0.0067
343,96.0,0.0,30.0,0.0,445.0,30.0,24.0,825.0,825.0,30.0,0.0,24.0,0.1,600.0,0.0,60.0,30.0,825.0,Fe0.98478C0.0054Mn0.0075Si0.002P0.00013S0.00019
344,62.0,0.03,30.0,0.0,415.0,30.0,24.0,825.0,845.0,30.0,0.0,24.0,0.1,600.0,0.01,60.0,30.0,845.0,Fe0.98388C0.0044Mn0.0082Cu0.0002Si0.0024P0.00021S0.00021Ni0.0003Cr0.0002
345,131.0,0.0,30.0,0.0,457.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,855.0,Fe0.9758C0.0042Mn0.0071Cu0.0004Si0.0027Ni0.0002Cr0.0096
346,308.0,0.0,30.0,0.0,502.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.02,650.0,0.02,60.0,30.0,845.0,Fe0.95311C0.0028Mn0.0053Cu0.0005Si0.0027P0.00019Ni0.0267Cr0.0087
347,15.0,0.0,30.0,0.0,394.0,30.0,24.0,610.0,865.0,30.0,0.0,24.0,0.07,550.0,0.03,60.0,30.0,865.0,Fe0.98367C0.0036Mn0.007Cu0.0009Si0.0026S0.00023Ni0.0008Cr0.0012
348,418.0,0.0,60.0,70.2,1057.0,0.0,0.5,690.0,930.0,895.812,499.8,0.0,0.07,160.0,0.01,120.0,930.0,30.0,Fe0.97469C0.0023Mn0.008Cu0.0007Si0.002P0.00013S0.00018Mo0.0002Ni0.0004Cr0.0114
349,216.0,0.0,30.0,0.0,502.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,855.0,Fe0.97011C0.0039Mn0.0077Cu0.0015Si0.0028P0.00021S0.00018Mo0.0019Ni0.0009Cr0.0108
350,237.0,0.0,30.0,0.0,406.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,600.0,0.0,60.0,30.0,845.0,Fe0.97508C0.0038Mn0.0159Cu0.0005Si0.0021P0.00017S0.00015Ni0.0003Cr0.002
351,41.0,0.01,30.0,0.0,361.0,30.0,24.0,610.0,865.0,30.0,0.0,24.0,0.06,650.0,0.01,60.0,30.0,865.0,Fe0.9834C0.0038Mn0.007Cu0.0011Si0.0029S0.0003Ni0.0006Cr0.0009
352,78.0,0.01,30.0,0.0,415.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.13,650.0,0.0,60.0,30.0,845.0,Fe0.9829C0.0049Mn0.008Si0.0026P0.00027S0.00023Ni0.0002Cr0.0009
353,194.0,0.0,30.0,0.0,625.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.04,550.0,0.0,60.0,30.0,855.0,Fe0.97221C0.0044Mn0.0075Cu0.0002Si0.0026P0.00017S0.00012Mo0.0021Ni0.0002Cr0.0105
354,269.0,0.0,30.0,0.0,424.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,600.0,0.0,60.0,30.0,845.0,Fe0.97538C0.0041Mn0.0158Cu0.0005Si0.0022P0.00014S0.00018Ni0.0004Cr0.0013
355,325.0,0.0,30.0,0.0,569.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,580.0,0.0,60.0,30.0,845.0,Fe0.9604C0.0043Mn0.0068Cu0.0009Si0.0026P0.00012S0.00018Mo0.0017Ni0.0162Cr0.0068
356,71.0,0.01,30.0,0.0,395.0,30.0,24.0,1270.0,845.0,30.0,0.0,24.0,0.12,650.0,0.0,60.0,30.0,845.0,Fe0.98354C0.0045Mn0.0076Cu0.0002Si0.0026P0.00027S0.00019Cr0.0011
357,207.0,0.0,30.0,0.0,563.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.02,600.0,0.02,60.0,30.0,855.0,Fe0.9741C0.004Mn0.007Cu0.0012Si0.0022Mo0.0017Ni0.0004Cr0.0094
358,186.0,0.0,30.0,0.0,638.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.02,550.0,0.01,60.0,30.0,855.0,Fe0.97011C0.0039Mn0.0077Cu0.0015Si0.0028P0.00021S0.00018Mo0.0019Ni0.0009Cr0.0108
359,127.0,0.0,30.0,0.0,518.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.01,600.0,0.01,60.0,30.0,855.0,Fe0.97276C0.0042Mn0.0081Cu0.0004Si0.0032P0.00014Ni0.0003Cr0.0109
360,45.0,0.04,30.0,0.0,341.0,30.0,24.0,825.0,865.0,30.0,0.0,24.0,0.07,650.0,0.0,60.0,30.0,865.0,Fe0.98511C0.0035Mn0.0082Si0.0025P0.00016S0.00023Ni0.0003
361,184.0,0.0,30.0,0.0,635.0,30.0,24.0,510.0,870.0,30.0,0.0,8.0,0.04,550.0,0.01,60.0,30.0,855.0,Fe0.97181C0.0041Mn0.008Cu0.001Si0.0024P0.00015S0.00024Mo0.0018Ni0.0003Cr0.0102
362,375.0,0.0,30.0,0.0,740.0,30.0,24.0,721.0,845.0,30.0,0.0,8.0,0.017,500.0,0.021,60.0,30.0,845.0,Fe0.96251C0.006Mn0.0085Cu0.0012Si0.0196P0.00019Ni0.0005Cr0.0015
363,156.0,0.0,30.0,0.0,490.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.08,600.0,0.01,60.0,30.0,855.0,Fe0.9726C0.0034Mn0.0072Cu0.001Si0.0025P0.00019S0.00011Mo0.0017Ni0.0012Cr0.0101
364,306.0,0.0,30.0,0.0,471.0,30.0,24.0,700.0,900.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,845.0,Fe0.95438C0.0031Mn0.0056Cu0.001Si0.0022P0.00016S0.00016Ni0.0263Cr0.0071
365,272.0,0.0,30.0,0.0,404.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,650.0,0.0,60.0,30.0,845.0,Fe0.97521C0.0042Mn0.016Cu0.0007Si0.0021P0.00014S0.00015Ni0.0003Cr0.0012
366,291.0,0.0,30.0,0.0,570.0,30.0,24.0,1740.0,900.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,845.0,Fe0.95347C0.0032Mn0.0052Cu0.0006Si0.003P0.00013Ni0.0267Cr0.0077
367,85.0,0.0,30.0,0.0,495.0,30.0,24.0,825.0,825.0,30.0,0.0,24.0,0.1,550.0,0.0,60.0,30.0,825.0,Fe0.98478C0.0054Mn0.0075Si0.002P0.00013S0.00019
368,199.0,0.0,30.0,0.0,590.0,30.0,24.0,510.0,870.0,30.0,0.0,8.0,0.04,600.0,0.01,60.0,30.0,855.0,Fe0.97181C0.0041Mn0.008Cu0.001Si0.0024P0.00015S0.00024Mo0.0018Ni0.0003Cr0.0102
369,256.0,0.0,30.0,0.0,510.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.07,550.0,0.0,60.0,30.0,845.0,Fe0.97591C0.0043Mn0.0146Cu0.0002Si0.0026P0.00012S0.00017Ni0.0002Cr0.0019
370,370.0,0.0,30.0,0.0,491.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.03,680.0,0.0,60.0,30.0,845.0,Fe0.96104C0.0048Mn0.007Cu0.0011Si0.002S0.00016Ni0.0166Cr0.0073
371,330.0,0.0,30.0,0.0,571.0,30.0,24.0,5530.0,870.0,30.0,0.0,8.0,0.08,630.0,0.01,60.0,30.0,845.0,Fe0.95797C0.0038Mn0.0071Cu0.0004Si0.0026P0.00016S0.00017Mo0.0023Ni0.018Cr0.0075
372,205.0,0.0,30.0,0.0,543.0,30.0,24.0,500.0,870.0,30.0,0.0,8.0,0.1,600.0,0.0,60.0,30.0,855.0,Fe0.97099C0.004Mn0.0074Cu0.0015Si0.0026P0.00024S0.00017Mo0.0017Ni0.0013Cr0.0101
373,10.0,0.03,30.0,0.0,239.0,0.0,0.0,1270.0,885.0,30.0,0.0,0.0,0.04,30.0,0.0,0.0,30.0,30.0,Fe0.98966C0.0022Mn0.0047Si0.0026P0.00021S0.00023Ni0.0002Cr0.0002
374,59.0,0.0,30.0,0.0,459.0,30.0,24.0,1740.0,845.0,30.0,0.0,24.0,0.07,600.0,0.0,60.0,30.0,845.0,Fe0.98306C0.0045Mn0.0079Cu0.0002Si0.0025P0.00018S0.00016Ni0.0002Cr0.0013
375,232.0,0.0,30.0,0.0,435.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.01,600.0,0.01,60.0,30.0,845.0,Fe0.97545C0.0039Mn0.0157Cu0.0006Si0.0022P0.00017S0.00018Ni0.0005Cr0.0013
376,268.0,0.0,30.0,0.0,490.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.07,600.0,0.0,60.0,30.0,845.0,Fe0.97591C0.0043Mn0.0146Cu0.0002Si0.0026P0.00012S0.00017Ni0.0002Cr0.0019
377,271.0,0.0,30.0,0.0,448.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.03,650.0,0.0,60.0,30.0,845.0,Fe0.97393C0.0043Mn0.0138Cu0.001Si0.0034P0.00017Ni0.0008Cr0.0026
378,219.0,0.0,30.0,0.0,502.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.04,650.0,0.01,60.0,30.0,855.0,Fe0.97135C0.0042Mn0.0075Cu0.0012Si0.0028P0.00015Mo0.0017Ni0.0007Cr0.0104
379,401.0,0.0,60.0,15.0,1035.0,0.0,0.5,440.0,930.0,850.0,469.8,0.0,0.017,200.0,0.008,120.0,930.0,30.0,Fe0.96684C0.0017Mn0.0055Cu0.0005Si0.0028S0.00016Mo0.0016Ni0.0164Cr0.0045
380,155.0,0.0,30.0,0.0,508.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.02,600.0,0.0,60.0,30.0,855.0,Fe0.97284C0.0036Mn0.0081Cu0.0008Si0.0023P0.00014S0.00022Mo0.0016Ni0.0005Cr0.0099
381,191.0,0.01,30.0,0.0,603.0,30.0,24.0,700.0,870.0,30.0,0.0,8.0,0.07,550.0,0.0,60.0,30.0,855.0,Fe0.97034C0.004Mn0.0087Cu0.0011Si0.0025P0.00011S0.00015Mo0.0018Ni0.0007Cr0.0106
382,434.0,0.004,140.0,70.2,957.0,0.0,0.5,530.0,930.0,895.812,340.2,0.0,0.017,160.0,0.008,120.0,930.0,30.0,Fe0.97369C0.0018Mn0.0079Cu0.0008Si0.0025P0.00016S0.00015Mo0.0015Ni0.0007Cr0.0108
383,358.0,0.0,30.0,0.0,618.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.03,580.0,0.0,60.0,30.0,845.0,Fe0.96104C0.0048Mn0.007Cu0.0011Si0.002S0.00016Ni0.0166Cr0.0073
384,276.0,0.0,30.0,0.0,450.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.04,650.0,0.0,60.0,30.0,845.0,Fe0.97415C0.0041Mn0.0136Cu0.001Si0.0034P0.0002S0.00015Ni0.0007Cr0.0027
385,337.0,0.0,30.0,0.0,583.0,30.0,24.0,420.0,870.0,30.0,0.0,8.0,0.03,630.0,0.0,60.0,30.0,845.0,Fe0.95444C0.0042Mn0.0078Cu0.0004Si0.003P0.00016Mo0.0024Ni0.019Cr0.0086
386,257.0,0.0,30.0,0.0,443.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,550.0,0.0,60.0,30.0,845.0,Fe0.97538C0.0041Mn0.0158Cu0.0005Si0.0022P0.00014S0.00018Ni0.0004Cr0.0013
387,349.0,0.0,30.0,0.0,490.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.03,680.0,0.0,60.0,30.0,845.0,Fe0.95722C0.0039Mn0.0071Cu0.0009Si0.0025P0.00015S0.00013Mo0.0023Ni0.0176Cr0.0082
388,82.0,0.01,30.0,0.0,534.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.08,550.0,0.0,60.0,30.0,825.0,Fe0.98257C0.0054Mn0.0076Si0.0026P0.00022S0.00021Ni0.0002Cr0.0012
389,81.0,0.0,30.0,0.0,523.0,30.0,24.0,1740.0,825.0,30.0,0.0,24.0,0.07,550.0,0.0,60.0,30.0,825.0,Fe0.9834C0.0055Mn0.0076Si0.0023P0.00018S0.00012Cr0.0009
390,130.0,0.0,30.0,0.0,483.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.03,650.0,0.0,60.0,30.0,855.0,Fe0.97385C0.0043Mn0.0074Cu0.0002Si0.0024P0.00022S0.00013Ni0.0003Cr0.0112
391,61.0,0.0,30.0,0.0,437.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.06,600.0,0.01,60.0,30.0,845.0,Fe0.9829C0.0045Mn0.0071Cu0.0013Si0.0024Ni0.0012Cr0.0006
392,201.0,0.0,30.0,0.0,557.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.02,600.0,0.01,60.0,30.0,855.0,Fe0.97011C0.0039Mn0.0077Cu0.0015Si0.0028P0.00021S0.00018Mo0.0019Ni0.0009Cr0.0108
393,252.0,0.0,30.0,0.0,530.0,30.0,24.0,1100.0,870.0,30.0,0.0,8.0,0.04,550.0,0.0,60.0,30.0,845.0,Fe0.97415C0.0041Mn0.0136Cu0.001Si0.0034P0.0002S0.00015Ni0.0007Cr0.0027
394,312.0,0.0,30.0,0.0,591.0,30.0,24.0,640.0,870.0,30.0,0.0,8.0,0.01,580.0,0.0,60.0,30.0,845.0,Fe0.95998C0.0039Mn0.0077Cu0.0007Si0.0019S0.00012Mo0.0018Ni0.0167Cr0.0072
395,110.0,0.01,30.0,0.0,425.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.1,650.0,0.0,60.0,30.0,825.0,Fe0.98144C0.0057Mn0.0082Si0.003P0.00024S0.00022Ni0.0002Cr0.001
396,198.0,0.0,30.0,0.0,550.0,30.0,24.0,610.0,870.0,30.0,0.0,8.0,0.05,600.0,0.01,60.0,30.0,855.0,Fe0.97222C0.004Mn0.0077Cu0.0013Si0.0026P0.00018Mo0.0017Ni0.0005Cr0.0098
397,57.0,0.0,30.0,0.0,486.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.09,550.0,0.04,60.0,30.0,845.0,Fe0.98164C0.0045Mn0.0079Cu0.0015Si0.0025P0.00011S0.00025Ni0.0012Cr0.0004
398,171.0,0.0,30.0,0.0,489.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.02,650.0,0.01,60.0,30.0,855.0,Fe0.97224C0.0036Mn0.0074Cu0.0012Si0.0035P0.00016S0.0002Mo0.0015Ni0.0005Cr0.0097
399,408.0,0.0,140.0,45.0,960.0,0.0,0.5,390.0,930.0,903.333,510.0,0.0,0.046,160.0,0.0,120.0,930.0,30.0,Fe0.97338C0.002Mn0.0077Cu0.002Si0.0032P0.00024S0.00028Mo0.0019Ni0.0046Cr0.0047
400,239.0,0.0,30.0,0.0,397.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.01,650.0,0.01,60.0,30.0,845.0,Fe0.97545C0.0039Mn0.0157Cu0.0006Si0.0022P0.00017S0.00018Ni0.0005Cr0.0013
401,100.0,0.0,30.0,0.0,461.0,30.0,24.0,610.0,825.0,30.0,0.0,24.0,0.06,600.0,0.04,60.0,30.0,825.0,Fe0.98327C0.0056Mn0.0068Cu0.0003Si0.0025S0.00023Ni0.0003Cr0.001
402,277.0,0.0,30.0,0.0,410.0,30.0,24.0,1510.0,870.0,30.0,0.0,8.0,0.0,650.0,0.02,60.0,30.0,845.0,Fe0.97777C0.004Mn0.0147Si0.0025P0.00027S0.00016Ni0.0002Cr0.0004
403,354.0,0.0,30.0,0.0,600.0,30.0,24.0,740.0,870.0,30.0,0.0,8.0,0.03,580.0,0.01,60.0,30.0,845.0,Fe0.95909C0.0047Mn0.0072Cu0.0006Si0.0028P0.00011Ni0.0176Cr0.0079
404,304.0,0.0,30.0,0.0,483.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.0,650.0,0.02,60.0,30.0,845.0,Fe0.95392C0.0032Mn0.0054Cu0.0005Si0.0029P0.00018Ni0.0264Cr0.0075
405,305.0,0.0,30.0,0.0,503.0,30.0,24.0,420.0,900.0,30.0,0.0,8.0,0.0,650.0,0.02,60.0,30.0,845.0,Fe0.95111C0.0035Mn0.0054Cu0.0005Si0.0026P0.00019Ni0.0278Cr0.0089
406,273.0,0.0,30.0,0.0,411.0,30.0,24.0,480.0,870.0,30.0,0.0,8.0,0.02,650.0,0.0,60.0,30.0,845.0,Fe0.97424C0.0042Mn0.0158Cu0.0007Si0.0024P0.00014S0.00022Ni0.0006Cr0.0017
407,287.0,0.0,30.0,0.0,569.0,30.0,24.0,820.0,900.0,30.0,0.0,8.0,0.01,550.0,0.01,60.0,30.0,845.0,Fe0.9534C0.0033Mn0.0049Cu0.0006Si0.003Ni0.0266Cr0.0082
408,136.0,0.0,30.0,0.0,485.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.03,650.0,0.02,60.0,30.0,855.0,Fe0.9751C0.0042Mn0.0078Cu0.0005Si0.0026Ni0.0004Cr0.0094
409,87.0,0.0,30.0,0.0,531.0,30.0,24.0,1270.0,825.0,30.0,0.0,24.0,0.09,550.0,0.0,60.0,30.0,825.0,Fe0.98155C0.0053Mn0.0083Si0.003P0.00019S0.00026Ni0.0002Cr0.0012
410,68.0,0.0,30.0,0.0,452.0,30.0,24.0,610.0,845.0,30.0,0.0,24.0,0.09,600.0,0.04,60.0,30.0,845.0,Fe0.98164C0.0045Mn0.0079Cu0.0015Si0.0025P0.00011S0.00025Ni0.0012Cr0.0004
411,316.0,0.0,30.0,0.0,604.0,30.0,24.0,5530.0,870.0,30.0,0.0,8.0,0.08,580.0,0.01,60.0,30.0,845.0,Fe0.95797C0.0038Mn0.0071Cu0.0004Si0.0026P0.00016S0.00017Mo0.0023Ni0.018Cr0.0075
412,246.0,0.0,30.0,0.0,505.0,30.0,24.0,820.0,870.0,30.0,0.0,8.0,0.03,550.0,0.0,60.0,30.0,845.0,Fe0.9761C0.0042Mn0.015Cu0.0005Si0.0023Ni0.0004Cr0.0015
413,159.0,0.0,30.0,0.0,530.0,30.0,24.0,1120.0,870.0,30.0,0.0,8.0,0.03,600.0,0.01,60.0,30.0,855.0,Fe0.97123C0.0035Mn0.008Cu0.0018Si0.0025P0.0002S0.00017Mo0.0019Ni0.0008Cr0.0099
414,300.0,0.0,30.0,0.0,503.0,30.0,24.0,820.0,900.0,30.0,0.0,8.0,0.01,600.0,0.01,60.0,30.0,845.0,Fe0.95302C0.003Mn0.0053Cu0.0007Si0.0027P0.00018Ni0.027Cr0.0081
415,158.0,0.01,30.0,0.0,515.0,30.0,24.0,530.0,870.0,30.0,0.0,8.0,0.01,600.0,0.0,60.0,30.0,855.0,Fe0.97211C0.0037Mn0.0082Cu0.0005Si0.0023P0.00012S0.00017Mo0.0016Ni0.0004Cr0.0109
416,227.0,0.0,30.0,0.0,510.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,550.0,0.01,60.0,30.0,845.0,Fe0.97808C0.004Mn0.0134Cu0.0002Si0.0025P0.00017S0.00015Ni0.0002Cr0.0013
417,245.0,0.0,30.0,0.0,398.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,650.0,0.01,60.0,30.0,845.0,Fe0.97871C0.004Mn0.0138Cu0.0002Si0.0025P0.00017S0.00012Ni0.0002Cr0.0003
418,390.0,0.0,60.0,15.0,1034.0,0.0,0.5,440.0,930.0,850.0,139.8,0.0,0.008,160.0,0.0,120.0,930.0,30.0,Fe0.96359C0.0021Mn0.0062Cu0.0007Si0.0029P0.00015S0.00016Mo0.0021Ni0.0162Cr0.0059
419,315.0,0.0,30.0,0.0,584.0,30.0,24.0,590.0,870.0,30.0,0.0,8.0,0.07,580.0,0.01,60.0,30.0,845.0,Fe0.96019C0.004Mn0.007Cu0.0008Si0.0025P0.00021S0.0002Mo0.0017Ni0.0163Cr0.0071
420,5.0,0.02,30.0,0.0,225.0,0.0,0.0,825.0,885.0,30.0,0.0,0.0,0.04,30.0,0.0,0.0,30.0,30.0,Fe0.99082C0.0022Mn0.0042Cu0.0002Si0.0019P0.00026S0.00022Cr0.0002
421,241.0,0.0,30.0,0.0,425.0,30.0,24.0,1740.0,870.0,30.0,0.0,8.0,0.06,650.0,0.01,60.0,30.0,845.0,Fe0.97808C0.004Mn0.0134Cu0.0002Si0.0025P0.00017S0.00015Ni0.0002Cr0.0013
